title,link,text,date,ASTOR,ENJSA,TCELL,TTKOM,OYAKC,KONYA,YBTAS,EREGL,KRDMD,TOASO,FROTO,BIMAS,SOKM,ARCLK,VESTL,THYAO,PGSUS,text_en
Petrolde üçüncü hafta yükselişe doğru,/petrolde-ucuncu-hafta-yukselise-dogru-2338390,"Brent petrol, Suudi Arabistan ve Rusya’nın arz kesintilerinin etkisiyle üçüncü hafta üst üste yükseliş kaydetmeye hazırlanıyor. Perşembe günü de yüzde 2 yükselen Brent petrol aktif kontratı 94 doların üzerine yükseldi. Uluslararası Enerji Ajansı ve Petrol İhraç Eden Ülkeler Örgütü bu hafta piyasanın yıl sonuna kadar açık vereceği konusunda uyarıda bulunarak, ham petrolün geçen Cuma günkü kapanıştan bu yana yüzde 4'ten fazla yükselmesine yardımcı oldu. Talep, ABD'nin resesyondan kaçınabileceğine dair artan işaretlerle de desteklenirken, Cuma günü Çin'den gelen veriler ekonomistlerin tahminlerini geride bırakarak, en kötü resesyonun geride kaldığına işaret etti. ABD ekonomisinin resesyondan kaçınabileceği düşüncesi ve Çin’den gelen son ekonomik veriler petrol piyasasındaki sıkılığın artabileceğini gösteriyor. Commonwealth Bank of Australia Araştırma Direktörü Vivek Dhar “OPEC+ kesintileri düşünüldüğünde petrol piyasasında Brent’in 100 dolara yükseleceği ihtimali değerlendirmeli” yorumunu yaptı. ",2023-09-15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Brent Petroleum is preparing to make an increase in the third week, under the influence of the supply interruptions of Saudi Arabia and Russia.The Brent oil active contract, which rose by 2 percent on Thursday, rose to $ 94.The International Energy Agency and the organization of oil -exporting countries have warned that the market will open by the end of the year this week and helped to rise more than 4 percent since the closing of crude oil last Friday.While the demand is supported by increasing signs that the US could avoid recession, the data from China on Friday leaving the estimates of the economists behind and pointed out that the worst recession is behind.The idea that the US economy can avoid recession and the latest economic data from China show that the tightness in the oil market may increase.Commonwealth Bank of Australia Research Director Vivek Dhar commented on the possibility that Brent will rise to $ 100 in the oil market considering the OPEC+ Discounts."
Denizbank'a murabaha sendikasyonu,/denizbank-a-murabaha-sendikasyonu-2338393,"Türkiye'de bankaların dış finansman çalışmaları devam ediyor. Denizbank 367 gün vadeli 50 milyon euro ve 230 milyon dolar olmak üzere iki dilimden oluşan Murabaha Sendikasyonu Sözleşmesi’ne imza attığını duyurdu. Banka açıklamayı Perşembe akşamı Kamuyu Aydınlatma Platformu'na yaparken, açıklamada işlemin maliyeti hakkında detaylar yer almadı. ",2023-09-15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"The external financing of banks in Turkey continues.Denizbank announced that it has signed the Murabaha Syndication Convention, which consists of two slices of 50 million euros and 230 million dollars with a maturity of 367 days.While the Bank made the statement to the Public Disclosure Platform on Thursday evening, there were no details about the cost of the transaction."
"Bilgi ve iletişim sektörü ilk 8 ayda, yüzde 17 büyüdü",/bilgi-ve-iletisim-sektoru-ilk-8-ayda-yuzde-17-buyudu-2338394,"HANDE BERKTAN Gündem Teknoloji programına katılan Bilişim Sanayicileri Derneği Yönetim Kurulu Başkanı Mehmet Ali Tombalak, bilgi ve iletişim teknolojileri pazarının, yıl sonunda 30 milyar dolara ulaşmasını öngördüklerini söyledi. TÜBİSAD Başkanı sözlerine “Türkiye’de bilgi ve iletişim teknolojileri sektöründe bu yılın ilk 8 ayında dolar bazında yüzde 17 büyüme oldu. Yıl sonuna kadar artarak devamını bekliyor ve 30 milyar dolara ulaşacağını öngörüyoruz. Geçen yıl TL. bazlı büyüme varken dolar bazlı gerileme olmuştu. Bu yılı, dolar bazında büyüyerek tamamlayacağız. Büyük şirketlerdeki dijital dönüşüm artışı bu büyümeyi destekledi. Ancak hala dünya liginde binde 1 paya sahibiz.” diyerek özetledi.  “Büyük şirketler, teknoloji projelerini, iş ortaklarından sağlamalı” Teknoloji sektörünü nasıl büyütürüz? sorusunu yönelttiğim TÜBİSAD Başkanı “KOBİ’lerin teknoloji dönüşümlerini sağlamak kamu ve büyük sanayi şirketlerinin örnek olması ile gerçekleşir. Kamu ve özel sektör kendi içerisinde IT yatırımı yapmaktan vazgeçmeli. Örneğin şirketler kendi içinde veri merkezi kurmamalı. Türkiye’de global ve yerel anlamda bunu yapacak şirketlere şans verip bunların büyümelerini sağlamalı. ABD’nin en büyük bankası, teknolojiyi kendisi yapmak yerine iş ortaklarıyla yaptı ve dünyanın en büyük bankası oldu. Aynı zamanda teknoloji şirketini de en büyük teknoloji şirketi yaptı. Alman otomotiv devi de teknolojiyi iş ortaklarından alıyor. Herkes kendi işine odaklanacak böylelikle ekosistem desteklenmiş olacak. Şirketler de böylelikle tasarruf sağlamış olacak. Bir yazılım geliştirme projesinin süreci ayları buluyor ancak şirket IT departmanı gerçekleştirince de ürün güncelliğini kaybediyor. Şirket 300 IT elemanı çalıştırıyor ancak onun yerine 300 farklı şirketle çalıştı mı daha verimli ve inovatif ürünler çıkabilir.” dedi.  “Tüm devlet okullarına teknoloji dersleri konmalı” Yetkin işgücü sayısının artırılması gerekliliğini belirten TÜBİSAD Başkanı Tombalak “Türkiye’den teknoloji markası hala çıkaramadık. Sadece e-ticaret tarafında ve oyun firmalarımız dışında global marka çıkmadı. Beyin göçü engellenmez. Önce Türkiye’de çalışan teknoloji çalışanlarına baktığımızda 200 bin kişi civarında olduğunu görüyoruz. Almanya‘da ise bu rakam 1milyon 200bin kişi. Beyin göçünden önce beyin gücünü artırmalıyız. Şirketlere yeteri kadar yetkin işgücü yetiştiremiyoruz. Meslek liselerine, devlet okullarına muhakkak teknoloji dersleri konmalı. Eğitimde yetkin işgücü için radikal kararlar alınmalı. Adım atmak için neye ihtiyacımız varsa bunu yapmalıyız. Savunma sanayi irade konarak nasıl desteklendi ise bilgi ve iletişim sektörleri de desteklenmeli.” dedi. “Devlet 5G fiber altyapı yatırımlarını hızla hayata geçirmeli” Fiber altyapı yatırımlarına hız verilmesi gerektiğini vurgulayan TÜBİSAD Başkanı “Yeni nesil teknolojiler için 5G altyapı yatırımlarına hızla başlanmalı. Teknolojik dönüşüm sadece şirketlerin tek başına çözebileceği bir konu değil, bu devlet meselesi. Fiberin tüm ülkede çekilmiş olması gerek. Devlet savunma sanayi, otomotiv sektöründe nasıl radikal karar aldıysa burada da aynı irade gösterilmeli. Üç operatör tek bir altyapı kurmalı üçü ayrı ayrı kuramaz çünkü maliyet olarak mümkün değil. ABD ve Avrupa bu şekilde yaptı. Sonuç olarak teknolojiye erişim için ülke fiber 5G altyapısı ile donatılmalı.” diyerek sözlerini tamamladı.  ",2023-09-15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Hande Berktan Agenda Technology Program participating in the Informatics Industrialists Association Chairman Mehmet Ali Tombalak, Information and Communication Technologies Market, at the end of the year to reach 30 billion dollars, he said.TÜBİSAD President said: “In the first 8 months of this year in the information and communication technologies sector in Turkey, 17 percent growth in dollar terms.We expect that it will increase to 30 billion dollars by increasing until the end of the year.TL last year.When there was a growth, there was a dollar -based decline.We will complete this year by growing on a dollar basis.The increase in digital transformation in large companies supported this growth.However, we still have 1 share in the world league. ”summarized.How do we enlarge the technology sector?TÜBİSAD President, which I have asked the question, is realized by the example of public and major industrial companies to ensure the technology transformations of SMEs.The public and private sectors should stop making IT investment in itself.For example, companies should not establish a data center within themselves.Global and local sense in Turkey should give the companies to do this and provide them to grow.Instead of making technology itself, the largest bank of the United States made it with its business partners and became the world's largest bank.At the same time, the technology company made the largest technology company.The German automotive giant also receives technology from its business partners.Everyone will focus on their own business so that the ecosystem will be supported.Companies will also provide savings.The process of a software development project takes the months, but when the company realizes the IT department, the product loses its up -to -date.The company runs 300 IT elements, but instead of working with 300 different companies, more efficient and innovative products can come out. ”said.Stating that “Technology courses should be put in all public schools”, TÜBİSAD President Tombalak stated that the need to increase the number of competent labor force.There was no global brand on the e-commerce side and except for our game companies.Brain drain is not prevented.When we look at the technology employees working in Turkey first, we see that there are around 200 thousand people.In Germany, this figure is 1 million 200 thousand people.We should increase brain strength before brain drain.We cannot train enough labor force for companies.Technology courses should be put in vocational high schools and public schools.Radical decisions should be taken for competent labor in education.We should do what we need to take a step.The information and communication sectors should be supported as to support the defense industry will. ”said.“The state should realize the 5G fiber infrastructure investments quickly” emphasizing that fiber infrastructure investments should be accelerated, Tübisad President said: 5g 5G infrastructure investments should be started rapidly for new generation technologies.Technological transformation is not only a matter that companies can solve alone, this is a matter of state.Fiber must have been taken throughout the country.Just as the state defense industry has made a radical decision in the automotive sector, the same will should be shown here.Three operators cannot establish a single infrastructure and three of them cannot install them separately because it is not possible as cost.The US and Europe did this way.As a result, the country should be equipped with fiber 5G infrastructure for access to technology. ”He completed his words."
Çin menşeli güneş paneli malzemesi ithalatında damping önlemi,/cin-menseli-gunes-paneli-malzemesi-ithalatinda-damping-onlemi-2338395,"Ticaret Bakanlığı'nın Resmi Gazete'de yayımlanan konu ile ilgili tebliğine göre, Çin menşeli “bir modül halinde birleştirilmiş veya panolarda düzenlenmiş fotovoltaik hücreler” ürünü ithalatında dampinge karşı önlem devam edecek.  ",2023-09-15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"According to the Communiqué of the Ministry of Commerce on the subject published in the Official Gazette, the Chinese -originated “photovoltaic cells combined as a module or on panels” product will continue to measure against dumping in imports."
"İTO Başkanı Avdagiçten ""kur geçişkenliği"" açıklaması",/ito-baskani-avdagicten-kur-geciskenligi-aciklamasi-2338400,"İstanbul Ticaret Odası (İTO) Başkanı Şekib Avdagiç, İTO'nun Eylül ayı meclis toplantısında yaptığı konuşmada, OVP, enflasyonla mücadele ve döviz kuru politikasına ilişkin değerlendirmelerde bulundu. Ekonomide bir yandan içeride sıkılaştırıcı politikalar uygulamak zorunda iken, diğer yandan dış talebin zayıfladığını aktaran Avdagiç, ""Ayrıca Kahramanmaraş depremleri gündemden geriye düştü ama bu felaketin yaralarını sarmak da ekonominin yükünü artırıyor. Tam da bu süreçte, 2024-2026 OVP’sinin devreye alınması, beklentilerimizi hayli yükseltiyor. Bize göre bu OVP, her yönüyle başarılı uygulama sonuçlarına ulaşmak zorunda, bizim ve ekonomimizin buna ihtiyacı var"" ifadelerini kullandı.  Enflasyonun temelde beklentilerin yönetilmesi olduğunu belirten Avdagiç, kur, faiz ve enflasyon gibi unsurlarda seviyeden ziyade öngörülebilirliği daha çok artırmaya yoğunlaşılması gerektiğini vurguladı. Avdagiç, para ve maliye politikaları, planlanan reformlarda takvimin kesintisiz işlemesi, küresel aktivitenin seyri ve dış ticaret rakamlarının enflasyonla mücadelenin temel argümanları olduğunu kaydetti. Avdagiç, ""Şunun altını çiziyorum. 'Kur artışı fiyatlara birebir yansır' ön kabulüyle hareket edemeyiz, bundan kaçınmamız gerek. OVP’nin uygulaması ekonomide öngörüyü artırdıkça, olumlu geleceği satın alarak hem fiyatlama davranışları daha rasyonel olacağından kurda ani dalgalanma hem de kur geçişkenliği azalacaktır."" diye konuştu. Şekib Avdagiç, OVP hedeflerine ulaşmak için, birbiriyle tutarlı politikaların kararlılıkla uygulanmasının şart olduğunu vurguladı. OVP'de mali disiplin ve reel sektörün hassasiyetlerinin dengeli şekilde ele alındığını gördüklerini aktaran Avdagiç, ""Bir yandan enflasyonu tek haneye düşürecek adımlar planlanırken, diğer yandan üretimi, ihracatı ve istihdamı destekleyecek selektif politikalar gündeme alınmış durumda."" dedi.  Programda büyüme konusunda 2024 için yüzde 4 ve izleyen iki yıl için de sırasıyla yüzde 4,5 ve yüzde 5’lik hedefler konulduğunu hatırlatan Avdagiç, küresel ekonominin yavaşlama sürecine girdiği bir dönemde, Türkiye ekonomisi için gelecek üç yılın yüzde 4,5’lik ortalama büyümesinin bir istikrar programı için örnek başarı olacağını ifade etti. Avdagiç, ""OVP ile sorunlar doğru teşhis edilmiş, çözüme hangi araçlarla hangi vadede ulaşılacağı net şekilde tanımlanmıştır. Elimizde artık doğru rota ve gemiyi bu rotanın varış limanına götürecek bir pusula var. Bundan sonraki iş, engelleri aşıp kararlılıkla yolumuza devam etmektir."" değerlendirmesinde bulundu. Tek haneli enflasyon ve TL’nin istikrarını sağlamanın zaman alacağını belirten Avdagiç, OVP'nin bu konudaki azim ve kararlılığı ortaya koyduğunu ve bunu reel sektöre de yansıtmayı başardığını belirtti. Avdagiç, İTO'nun kurucusu olduğu İstanbul Ticaret Üniversitesi'nin çalışmalarına ilişkin olarak da, ""2023-2024 Yükseköğretim Kurumları Sınavı sonrası üniversitemizi tercih edip kazanan öğrenci sayımız, yatay geçiş yapan 70 öğrenci ile birlikte 1.600’ü geçti. Böylece yüzde 100 doluluk oranına ulaşmış olduk. Geçen sene aynı doluluk oranıyla salgın sonrası kırdığımız rekoru, bu sene de devam ettirdik."" bilgisini paylaştı. ",2023-09-15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Istanbul Chamber of Commerce (ITO) President Şekib Avdagiç, ITO's September assembly meeting in his speech, MTP, inflation fighting and exchange rate policy evaluations about the policy.While the economy had to implement firming policies inside, on the other hand, the external demand is weakened Avdagiç, ""In addition, Kahramanmaraş earthquakes fell back from the agenda, but this disaster is increasing the burden of the economy.In our opinion, this MTP has to reach the results of successful application in every aspect, and our economy needs it, ""he said.Stating that inflation is basically the management of expectations, Avdagiç emphasized that it should focus on increasing the predictability rather than levels such as exchange rates, interest and inflation.Avdagic, money and finance policies, planned reforms uninterrupted processing, global activity course and foreign trade figures are the main arguments of the fight against inflation.Avdagiç, ""I underline this. 'The increase in the exchange rate prices is reflected in the preliminary acceptance, we need to avoid this. As the MTP's application increases the foresight in the economy, the pricing behaviors will be more rational by purchasing the positive future and the exchange rate will decrease.""he said.Şekib Avdagiç emphasized that in order to achieve the goals of the MTP, it is essential that consistent policies should be implemented with determination.Avdagiç said that they saw that the sensitivities of the financial discipline and real sector are handled in a balanced way in the MTP.said.Avdagiç reminded that 4.5 percent and 5 percent targets have been set for 2024 in the program for 2024 and for two years following two years.He stated that there will be a sample success for a stability program.Avdagic, ""Problems with the MTP have been diagnosed correctly, the solution is defined clearly in which term.evaluated.Stating that it will take time to ensure the stability of single -digit inflation and TL, Avdagiç said that the MTP has revealed determination and determination in this regard and that it has managed to reflect it to the real sector.Avdagiç, ITO's founder in relation to the work of Istanbul Commerce University, ""2023-2024 Higher Education Institutions after the number of students who prefer to win and win the number of students, 70 students who passed the horizontal 70 students passed. Thus reached 100 percent occupancy rate reached the rateWe were. Last year, we continued the record after the same occupancy rate after the epidemic, we continued this year. ""shared his knowledge."
Sasa Polyester EBRD ile kredi̇ anlaşması imzaladı,/sasa-polyester-ebrd-ile-kredi-anlasmasi-imzaladi-2338401,"Sasa Polyester, EBRD ile Adana PTA üretim tesisine ilişkin 75 milyon euroluk kredi anlaşması imzaladığını duyurdu. ",2023-09-15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Sasa Polyester, EBRD and Adana PTA production facility has signed a 75 million euros credit agreement."
Konutta yılın en yüksek satışı,/konutta-yilin-en-yuksek-satisi-2338404,"Türkiye'de konut satışları Ağsutos'ta bir önceki yılın aynı dönemine göre yüzde 1,1 azalarak 122 bin 91 oldu. Konut satışlarında İstanbul 17 bin 408 konut satışı ve yüzde 14,3 ile en yüksek paya sahip oldu. Satış sayılarına göre İstanbul'u 11 bin 7 konut satışı ve yüzde 9,0 pay ile Ankara, 6 bin 504 konut satışı ve yüzde 5,3 pay ile İzmir izledi. Konut satış sayısının en az olduğu iller sırasıyla 39 konut ile Ardahan, 67 konut ile Hakkari ve 139 konut ile Artvin oldu. Haziran ayında konut satışları yıllık yüzde 44,4 düşüşle iki yılın en sert yıllık düşüşünü kaydetmiş, ardından Temmuz'daki aylık artışla, konut satışlarındaki 5 aylık düşüş serisi de durmuştu. Ağustos ayı verisi ise yılın en yüksek satışı olarak kaydedildi.   Konut satışları Ocak-Ağustos döneminde bir önceki yılın aynı dönemine göre yüzde 15,5 azalışla 797 bin 418 olarak gerçekleşti. Türkiye genelinde ipotekli konut satışları Ağustos ayında bir önceki yılın aynı ayına göre yüzde 26,1 azalış göstererek 16 bin 375 oldu. Toplam konut satışları içinde ipotekli satışların payı yüzde 13,4 olarak gerçekleşti. Ocak-Ağustos döneminde gerçekleşen ipotekli konut satışları ise bir önceki yılın aynı dönemine göre yüzde 28,0 azalışla 152 bin 438 oldu. Ağustos ayındaki ipotekli satışların, 3 bin 762'si; Ocak-Ağustos dönemindeki ipotekli satışların ise 46 bin 894'ü ilk el satış olarak gerçekleşti. Türkiye genelinde diğer konut satışları Ağustos ayında bir önceki yılın aynı ayına göre yüzde 4,3 artarak 105 bin 716 oldu. Toplam konut satışları içinde diğer satışların payı yüzde 86,6 olarak gerçekleşti. Ocak-Ağustos döneminde gerçekleşen diğer konut satışları ise bir önceki yılın aynı dönemine göre yüzde 11,9 azalışla 644 bin 980 oldu.  Türkiye genelinde ilk el konut satış sayısı, Ağustos ayında bir önceki yılın aynı ayına göre yüzde 9,5 azalarak 35 bin 310 oldu. Toplam konut satışları içinde ilk el konut satışının payı yüzde 28,9 oldu. İlk el konut satışları Ocak-Ağustos döneminde ise bir önceki yılın aynı dönemine göre yüzde 13,8 azalışla 238 bin 109 olarak gerçekleşti. Türkiye genelinde ikinci el konut satışları Ağustos ayında bir önceki yılın aynı ayına göre yüzde 2,7 artış göstererek 86 bin 781 oldu. Toplam konut satışları içinde ikinci el konut satışının payı yüzde 71,1 oldu. İkinci el konut satışları Ocak-Ağustos döneminde ise bir önceki yılın aynı dönemine göre yüzde 16,2 azalışla 559 bin 309 olarak gerçekleşti.  Yabancılara yapılan konut satışları Ağustos ayında bir önceki yılın aynı ayına göre yüzde 42,0 azalarak 3 bin 58 oldu. Ağustos ayında toplam konut satışları içinde yabancılara yapılan konut satışının payı yüzde 2,5 oldu. Yabancılara yapılan konut satışlarında ilk sırayı bin 66 konut satışı ile İstanbul aldı. İstanbul'u sırasıyla 919 konut satışı ile Antalya ve 248 konut satışı ile Mersin izledi. Ağustos ayında Rusya Federasyonu vatandaşları Türkiye'den 733 konut satın aldı. Rusya Federasyonu vatandaşlarını sırasıyla 342 konut ile İran, 220 konut ile Irak ve 141 konut ile Kazakistan vatandaşları izledi.   ",2023-09-15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Housing sales in Turkey decreased by 1.1 percent in Ağsutos compared to the same period of the previous year and became 122 thousand 91.Istanbul had 17 thousand 408 housing sales in housing sales and the highest share with 14.3 percent.According to the number of sales in Istanbul with 11 thousand 7 housing sales and 9.0 percent share of Ankara, 6 thousand 504 housing sales and 5.3 percent share of Izmir was followed.The provinces with the least number of housing sales were Ardahan with 39 houses, Hakkari with 67 houses and Artvin with 139 residences.In June, housing sales decreased by 44.4 percent annually and recorded the harshest annual decrease of two years, and then the monthly increase in housing sales had stopped.August data was recorded as the highest sale of the year.Housing sales decreased by 15.5 percent compared to the same period of the previous year, 797 thousand 418.Mortgage sales throughout Turkey decreased by 26.1 percent in August compared to the same month of the previous year and became 16 thousand 375.The share of mortgage sales in total housing sales was 13.4 percent.Mortgage sales in January-August period decreased by 28.0 percent compared to the same period of the previous year, 152 thousand 438.3 thousand 762 of the mortgage sales in August;46 thousand 894 of the mortgage sales in January-August period was realized as the first hand sales.Other housing sales throughout Turkey increased by 4.3 percent in August compared to the same month of the previous year and became 105 thousand 716.The share of other sales in total housing sales was 86.6 percent.The other housing sales in January-August decreased by 11.9 percent compared to the same period of the previous year, 644 thousand 980.The number of first hand housing sales throughout Turkey decreased by 9.5 percent in August compared to the same month of the previous year and became 35 thousand 310.The share of first hand housing sales in total housing sales was 28.9 percent.First-hand housing sales decreased by 13.8 percent compared to the same period of the previous year, 238 thousand 109.Second -hand housing sales in Turkey increased by 2.7 percent in August compared to the same month of the previous year and became 86 thousand 781.The share of second -hand housing sales in total housing sales was 71.1 percent.Second-hand housing sales decreased by 16.2 percent compared to the same period of the previous year, 559 thousand 309.Housing sales to foreigners decreased by 42.0 percent in August compared to the same month of the previous year and became 3 thousand 58.In August, the share of housing sales to foreigners in total housing sales was 2.5 percent.Istanbul took the first place in housing sales to foreigners with the sale of 66 thousand housing.Istanbul was followed by Mersin with 919 housing sales and 248 housing sales respectively.In August, citizens of the Russian Federation purchased 733 houses from Turkey.Russian Federation citizens, respectively, 342 houses, Iran, 220 housing Iraq and 141 houses and Kazakhstan citizens were followed."
Enflasyon beklentilerinde yükseliş sürüyor,/enflasyon-beklentilerinde-yukselis-suruyor-2338403,"Piyasa katılımcıları gelecek 12 ay için enflasyon tahminini yüzde 44,94 seviyesine çıkardı. Bir önceki ankette gelecek 12 ay için enflasyon tahmini yüzde 42,01 olarak belirlenmişti. Eylül anketinde 12 ay için verilen tahmin anket tarihinin en yüksek verisi olarak kayıtlara geçti. Katılımcıların cari yıl sonu tüketici enflasyonu (TÜFE) beklentisi bir önceki anket döneminde yüzde 59,46 iken, bu anket döneminde yüzde 67,22 oldu. 24 ay sonrası TÜFE beklentisi ise aynı anket dönemlerinde yüzde 22,54'ten yüzde 23,87'ye yükseldi. Katılımcıların yıl sonu Dolar/TL  kuru beklentisi bir önceki anket döneminde 29,82 TL iken, bu anket döneminde 30,14 TL oldu.  12 ay sonrası döviz kuru beklentisi ise bir önceki anket döneminde 34,58 TL iken, bu anket döneminde 37,26 TL olarak gerçekleşti. Katılımcıların GSYH 2023 yılı büyüme beklentisi bir önceki anket döneminde yüzde 3,7 iken, bu anket döneminde yüzde 3,9'ya yükseldi. GSYH 2024 yılı büyüme beklentisi ise bir önceki anket döneminde yüzde 4 iken, bu anket döneminde yüzde 3,8 olarak gerçekleşti.  ",2023-09-15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Market participants increased inflation forecast to 44.94 percent for the next 12 months.In the previous survey, the inflation estimate for the next 12 months was 42.01 percent.The forecast for 12 months in the September survey was recorded as the highest data in the survey date.The participants' expectation of Consumer Inflation (CPI) was 59.46 percent in the previous survey period, while 67.22 percent was 67.22 percent.After 24 months, the CPI expectation rose from 22.54 percent to 23.87 percent during the same survey periods.The expectation of the participants at the end of the year was 29.82 TL in the previous survey period, while this survey period was 30.14 TL.After 12 months, the expectation of exchange rate was 34,58 TL in the previous survey period, while this survey period was 37.26 TL.The participants' growth expectation of GDP 2023 was 3.7 percent in the previous survey period, while this survey increased to 3.9 percent.GDP 2024 growth expectation was 4 percent in the previous survey period, while this survey period was 3.8 percent."
Kısa vadeli dış borç stoku Temmuz'da arttı,/kisa-vadeli-dis-borc-stoku-temmuz-da-artti-2338418,"Temmuz sonu itibarıyla, kısa vadeli dış borç stoku 2022 yıl sonuna göre yüzde 11,2 oranında artışla 165,8 milyar dolar olarak gerçekleşti. Temmuzda bankalar kaynaklı kısa vadeli dış borç stoku yüzde 4 artışla 64,8 milyar dolar olurken, diğer sektörlerin kısa vadeli dış borç stoku yüzde 1,1 oranında arttı ve 54,6 milyar dolar düzeyinde gerçekleşti Orijinal vadesine bakılmaksızın vadesine 1 yıl veya daha az kalmış dış borç verisi kullanılarak hesaplanan kalan vadeye göre kısa vadeli dış borç stoku 210 milyar dolar oldu ",2023-09-15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"As of the end of July, short -term external debt stock increased by 11.2 percent compared to the end of 2022 and was $ 165.8 billion.In July, short -term external debt stock due to banks increased by 4 percent to 64.8 billion dollars, while the short -term external debt stock of other sectors increased by 1.1 percent and was at the level of 54.6 billion dollars.Short -term external debt stock was 210 billion dollars according to the remaining maturity calculated using the debt data"
Ücretli çalışan sayısı 15 milyonu aştı,/ucretli-calisan-sayisi-15-milyonu-asti-2338419,"TÜİK Ücretli Çalışan İstatistikleri, Temmuz 2023 verilerini yayımladı. Buna göre, sanayi, inşaat ve ticaret-hizmet sektörleri toplamında ücretli çalışan sayısı 2023 Temmuz ayında bir önceki yılın aynı ayına göre yüzde 4,4 arttı. Ücretli çalışan sayısı bir önceki yılın aynı ayında 14 milyon 531 bin 227 kişi iken, 2023 yılı Temmuz ayında 15 milyon 166 bin 88 kişi oldu. Ücretli çalışanların alt detaylarına bakıldığında; 2023 Temmuz ayında ücretli çalışan sayısı yıllık olarak sanayi sektöründe yüzde 1,3 arttı, inşaat sektöründe yüzde 14,7 arttı ve ticaret-hizmet sektöründe yüzde 4,4 arttı.   Sanayi, inşaat ve ticaret-hizmet sektörleri toplamında ücretli çalışan sayısı 2023 Temmuz ayında bir önceki aya göre yüzde 1 arttı. Ücretli çalışanların alt detaylarına bakıldığında; 2023 Temmuz ayında ücretli çalışanlar aylık olarak sanayi sektöründe yüzde 0,8 arttı, inşaat sektöründe yüzde 3,3 arttı ve ticaret-hizmet sektöründe yüzde 0,6 arttı.  ",2023-09-15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"TURKSTAT paid employee statistics published July 2023 data.Accordingly, the number of paid employees in the total of industry, construction and trade-trade sectors increased by 4.4 percent in July 2023 compared to the same month of the previous year.The number of wage employees was 14 million 531 thousand 227 people in the same month of the previous year, while in July 2023, 15 million 166 thousand 88 people became.Looking at the sub -details of paid employees;In July 2023, the number of paid employees increased by 1.3 percent in the industrial sector annually, increased by 14.7 percent in the construction sector and increased by 4.4 percent in the trade-service sector.The number of wage employees in the total of industry, construction and trade-service sectors increased by 1 percent in July 2023 compared to the previous month.Looking at the sub -details of paid employees;In July 2023, paid employees increased by 0.8 percent in the industrial sector monthly, increased by 3.3 percent in the construction sector and increased by 0.6 percent in the trade-service sector."
