title,link,text,date,label
Kanada Merkez Bankası faizi yüzde 5'te sabit tuttu,/kanada-merkez-bankasi-faizi-yuzde-5-te-sabit-tuttu-2337894,"Kanada Merkez Bankası politika faizini beklentilerle uyumlu şekilde yüzde 5'te sabit bıraktı. Bankadan yapılan açıklamada, bankanın parasal sıkılaştırma politikasını sürdürdüğü bildirildi. Açıklamada, politika faizi olarak baz alınan gecelik faiz oranının yüzde 5'te sabit tutulduğu kaydedildi. Ekonominin fiyat baskısını hafifletmek için gerekli olan daha zayıf bir büyüme dönemine girdiğine işaret edilen açıklamada, büyümenin yılın ikinci çeyreğinde keskin bir şekilde yavaşladığı ve yüzde 0,2 daraldığı anımsatıldı. Açıklamada, bu yavaşlamanın, tüketim büyümesindeki belirgin zayıflamayı ve konut faaliyetlerindeki düşüşün yanı sıra ülkenin birçok bölgesindeki orman yangınlarının etkisini yansıttığı aktarıldı.  Hane halkı kredi büyümesinin yüksek faiz oranlarının etkisiyle yavaşladığı vurgulanan açıklamada, nihai yurt içi talebin ise hükümet harcamaları ve iş yatırımlarındaki artışın desteğiyle ikinci çeyrekte arttığı belirtildi. Açıklamada, ülkede iş gücü piyasasındaki sıkılığın giderek azalmaya devam ettiği ancak ücret artışının yüzde 4-5 civarında kaldığı kaydedildi. Son tüketici fiyat endeksi (TÜFE) verilerinin enflasyonist baskıların geniş tabanlı olmaya devam ettiğini gösterdiğine işaret edilen açıklamada, benzin fiyatlarında son dönemde yaşanan artışla birlikte TÜFE'nin yakın vadede daha yüksek olması ve ardından tekrar gevşemesinin beklendiği ifade edildi. Açıklamada, yüksek enflasyon ne kadar uzun süre devam ederse, yüksek enflasyonun kalıcı hale gelme riskinin de o kadar artacağına ve fiyat istikrarının yeniden sağlanmasının daha zor hale geleceğine dikkat çekildi. Ekonomideki aşırı talebin azaldığına dair son kanıtların ve para politikasının gecikmeli etkileri göz önüne alındığında, politika faiz oranının sabit tutulmasına karar verildiği bildirilen açıklamada, bankanın altta yatan enflasyonist baskıların devam etmesinden endişe duyduğu ve ihtiyaç duyulması halinde politika faiz oranını daha da artırmaya hazır olduğu vurgulandı. Açıklamada, çekirdek enflasyonun dinamiklerinin ve TÜFE görünümünün değerlendirilmeye devam edileceği belirtilerek, fiyat istikrarını yeniden tesis etme konusundaki kararlılığın sürdürüldüğünün altı çizildi. Ülkede enflasyon geçen yıl yüzde 8,1 ile son 40 yılın en yüksek seviyesine ulaşmış, merkez bankası enflasyonu hedefe geri döndürmek için Mart 2022'den bu yana 10 kez faiz artışına gitmişti. Temmuz ayındaki toplantısında 25 baz puanlık artış gerçekleştiren banka, politika faizini 22 yılın en yüksek seviyesi olan yüzde 5'e çıkarmıştı. ","06 Eylül 2023 Çarşamba, 18:40","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : 1', 'OYAKC : 0', 'KONYA : 1', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 0', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : -1', 'VESTL : -1', 'THYAO : -1', 'PGSUS : 0']"
İstihdamda yıllık ortalama 909 bin kişilik artış bekleniyor,/istihdamda-yillik-ortalama-909-bin-kisilik-artis-bekleniyor-2337895,"Cumhurbaşkanlığı Strateji ve Bütçe Başkanlığı açıklamasında, ilgili tüm kesimlerle istişare içerisinde hazırlanan OVP'nin, yeni dönemde ekonomi politikalarında öngörülebilirliği artırarak, beklentilere yön vermesi ve yatırım ortamına önemli katkı sunmayı amaçladığı kaydedildi. OVP’nin temel amaçlarından birinin, iç ve dış dengenin sağlandığı istikrarlı bir büyüme ortamını sürdürürken enflasyonun dönem sonunda tek haneli seviyelere düşürülmesini sağlayarak refahı artırmak olduğu belirtilen açıklamada, şu ifadeler yer aldı: ""Bu dönemde yapısal dönüşümlerin yanı sıra sıkı parasal duruş ve mali disiplin temel makroekonomik politika araçları olacak. Bu kapsamda, girdi maliyetlerini azaltıcı ve toplam arzı artırıcı tedbirler sürdürülecek. Türkiye'nin potansiyel büyüme oranlarının artırılmasına odaklanılarak yeşil ve dijital dönüşüme özel önem verilecek. Türkiye'nin hem mal hem de hizmet ticareti uluslararası rekabet gücü güçlendirilecek. Yurt içi tasarrufların artırılması, kaynak dağılımında etkinliğin sağlanması, sermaye piyasalarının geliştirilmesi yoluyla finansmana erişimin kolaylaştırılması, finansal okuryazarlığın yaygınlaştırılması ve makroihtiyati tedbirlerde sadeleştirmeye gidilmesi suretiyle piyasa ekonomisiyle uyumlu şekilde finansal istikrarın desteklenmesi amaçlanıyor.""  Türkiye Yüzyılı'na girerken fiyat ve finansal istikrarını gözeten, sürdürülebilir ve kapsayıcı bir ekonomik büyümeyi hedef alan, serbest piyasa ve rekabet ortamında verimliliği artırarak makroekonomik dengeleri gözeten ve yapısal reformlarla desteklenen şeffaf, tutarlı, öngörülebilir ve uluslararası normlara uygun bir yaklaşım izleneceğine işaret edilen açıklamada, yatırımı, istihdamı, üretimi ve ihracatı destekleyen büyümenin sağlanması amacıyla para, maliye ve gelirler politikaları koordinasyon içerisinde yürütülerek bu alanlardaki reform adımları kademeli bir şekilde devreye alınacağı aktarıldı. Program döneminde özellikle işgücü piyasasına yönelik yapısal reformların hayata geçirilmesinin öngörüldüğüne kaydedilen açıklamada, ""Program boyunca istihdamın yıllık ortalama 909 bin kişi artması ve işgücüne katılım oranlarındaki öngörülen artışa rağmen işsizlik oranının kademeli olarak gerilemesi ve 2026 yılında yüzde 9,3 seviyesinde gerçekleşmesi tahmin ediliyor"" değerlendirmesi yer aldı. Açıklamada, teknoloji transferine dayalı ortaklıkları içeren yatırımlar teşvik edileceğine vurgu yapılarak, şunlar kaydedildi: ""İhracat potansiyeli yüksek alanlarda uluslararası markalaşma faaliyetleri desteklenecek. Lojistik açıdan uygun bölge ve ülkelerde uluslararası lojistik dağıtım ağlarının yaygınlaştırılması ve etkin işletilmesine destek sağlanacak. Bu çerçevede OVP sürecinde, cari işlemler açığı/GSYH oranının kademeli olarak yüzde 2,3’e indirilmesi öngörülüyor. Başta yatırım kredileriyle olmak üzere finans sektörünün yüksek katma değerli ve ihracata katkı sunan sektörleri desteklemesi ve tasarruflara aracılık faaliyetini etkin ve verimli bir şekilde yürütmesi için gerekli politika adımları atılarak düzenlemelerde sadeleştirme yoluyla finansal istikrar desteklenecek. Nitekim makroihtiyati sadeleşme, dijital Türk lirası, İstanbul Finans Merkezinin katılım finansta öncü konuma yükselmesi gibi tedbirler bu yapısal dönüşümü destekleyecek.""  ","06 Eylül 2023 Çarşamba, 19:46","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : 1', 'OYAKC : 0', 'KONYA : 1', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 0', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : -1', 'VESTL : -1', 'THYAO : -1', 'PGSUS : 0']"
Japonya'dan Çin'e deniz ürünü ithalat yasağının kaldırılması talebi,/japonya-dan-cin-e-deniz-urunu-ithalat-yasaginin-kaldirilmasi-talebi-2337897,"Japonya Başbakanı Kişida Fumio, Endonezya'nın başkenti Cakarta'da düzenlenen 43. ASEAN Zirvesi marjında Çinli mevkidaşı Li Çiang ile görüştü. Fukuşima'daki atık suyun tahliyesine yönelik Japonya'nın pozisyonunu Çinli muhatabına aktaran Kişida, Japon deniz ürünlerine yönelik ithalat yasağının kaldırılması çağrısında bulundu. Kişida, Tokyo-Pekin arasında son dönemde artan gerilime karşı yapıcı ve istikrarlı ilişkiler tesis edilmesi gerektiğini belirtti. Çin Başbakan Li de radyoaktif atık suyun boşaltılmasının küresel deniz ekolojisini ve insan sağlığını ilgilendirdiğini belirterek, Japonya'nın meseleyi sorumlu şekilde ele alması gerektiğini vurguladı.  Japonya'yı uluslararası yükümlülüklerine uymaya davet eden Li, komşular ve ilgili paydaşlarla istişare edilmesinin gereğine işaret etti. Japonya daha önce açıkladığı plan uyarınca Fukuşima'daki radyoaktif atık suyun okyanusa boşaltılmasına 24 Ağustos'ta başlamıştı. Çin, Japon hükümetinin, eleştirilere ve karşı çıkışlara rağmen tek taraflı boşaltma işlemine başlamasını ""küresel kamu çıkarını hiçe sayan son derece bencil ve sorumsuz bir eylem"" olarak niteleyerek protesto etmiş ve Japonya'dan deniz ürünleri ithalatını durdurmuştu. Mart 2024'e kadar toplam 31 bin 200 ton radyoaktif atık suyun okyanusa boşaltılmasını öngören plan, bölgede yaşayan balıkçıların ve çevre koruma aktivistlerinin yanı sıra Çin ve diğer komşu ülkelerin tepkisine sebep oluyor. Tokyo hükümeti, eleştirilere karşı, okyanusa tahliyesi planlanan radyoaktif atık suyun temiz suyla seyreltildiğini, sudaki radyoaktif materyal miktarının insan sağlığı ve çevre için zararlı kabul edilen oranların 40'ta 1'i düzeyinde savunuyor. Uluslararası Atom Enerjisi Ajansı, santralde yaptığı incelemelerin ardından 4 Temmuz'da yayımladığı raporda, Japonya'nın atık suyun tahliyesi planının güvenlik standartlarıyla uyumlu, insanlara ve çevreye verebileceği zararın ""ihmal edilebilir düzeyde"" olduğu sonucuna varmıştı. Mart 2011'de meydana gelen 9 büyüklüğündeki depremin yol açtığı tsunami, Fukuşima Dai-içi Nükleer Santrali'ndeki 4 nükleer reaktörden 3'ünde hasara yol açmış, radyoaktif serpinti nedeniyle santralin çevresi ""tahliye bölgesi"" ilan edilmişti.  ","06 Eylül 2023 Çarşamba, 20:47","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : 1', 'OYAKC : 0', 'KONYA : 1', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 0', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : -1', 'VESTL : -1', 'THYAO : -1', 'PGSUS : 0']"
Venedik'te günübirlik turistten giriş ücreti alma hazırlığı,/venedik-te-gunubirlik-turistten-giris-ucreti-alma-hazirligi-2337898,"Venedik Belediyesi, kente günübirlik gelecek turistlerden 2024 yılında giriş ücreti almaya hazırlanıyor. Venedik Belediyesinden yapılan yazılı açıklamaya göre, belediye yönetimi, kentteki turist yoğunluğunun önüne geçilmesi amacıyla 2024 yılında turist sayısının en yüksek olmasının beklendiği günlerde ziyaretçilerden giriş ücreti alacak. Deneme, yıl içinde 30 ayrı günde yapılacak ve giriş ücreti 5 euro olacak. Kent sakinleri, işçiler, öğrenciler, 14 yaş altı çocuklar ve spor etkinlikleri için gelenler uygulamadan muaf tutulacak. Belediye yönetimince belediye meclisine gönderilen karar, onay için 12 Eylül’de görüşülecek. Venedik Belediye Başkanı Luigi Brugnaro, yeni uygulamanın kentin kapatılması anlamına gelmediğini ancak belirli dönemlerde turist yoğunluğunu düzenlemeleri gerektiğini söyledi. Venedik’te önceki yıllarda da benzer uygulamalar gündeme gelse de farklı gerekçelerle uygulanamamıştı. Kanalların üstüne kurulu tarihi yapısıyla Venedik, her yıl milyonlarca turisti ağırlıyor. ","06 Eylül 2023 Çarşamba, 21:33","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : 1', 'OYAKC : 0', 'KONYA : 1', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 0', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : -1', 'VESTL : -1', 'THYAO : -1', 'PGSUS : 0']"
Guterres: İklim yıkımı başladı,/guterres-iklim-yikimi-basladi-2337899,"Birleşmiş Milletler (BM) Genel Sekreteri Antonio Guterres, konuya ilişkin yazılı açıklama yaptı. Bilim insanlarının uzun süredir fosil yakıtlara olan bağımlılığın olası etkilerine karşı uyardığını anımsatan Guterres, mevcut aşırı hava olaylarının dünyanın her köşesini etkilediğini ifade etti. Guterres, ""Gezegenimiz bir kaynama döneminden geçti. Şimdiye kadar kayda alınan en sıcak yaz yaşandı. İklim yıkımı başladı"" uyarısında bulundu. Artan sıcaklıkların daha fazla harekete geçme ihtiyacını doğurduğuna işaret eden Guterres, ""Liderler iklim meselesinin çözümü için harekete geçmeli. Hâlâ iklim krizinin en kötü noktaya gelmesini engelleyebiliriz. Kaybedecek vaktimiz yok"" ifadelerini kullandı. ","06 Eylül 2023 Çarşamba, 21:57","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : 1', 'OYAKC : 0', 'KONYA : 1', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 0', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : -1', 'VESTL : -1', 'THYAO : -1', 'PGSUS : 0']"
SASA'nın yeni yatırımına devlet desteği,/sasa-nin-yeni-yatirimina-devlet-destegi-2337900,"SASA Polyester Sanayi AŞ (SASA) yatırım bedeli 11 milyon 350 bin dolar olan, Adana merkez sahasındaki binalarının çatılarına anahtar teslim Çatı Öztüketim Güneş Enerjisi Santrali (GES) kurulması için teşvik belgesi almaya hak kazandığını açıkladı. Şirket tarafından Kamuya Aydınlatma Platformu'na (KAP) yapılan açıklamada, ""Teşviğe konu yatırım tutarı 336 milyon 65 bin 800 lira olup yatırımın yararlanacyağı teşvik unsurları aşağıdaki gibidir. KDV istisnası, Kurumlar Vergisi indirimi (vergi indirim oranı yüzde 70, yatırıma katkı oranı yüzde 30,) ve 6 yıl sigorta primi işveren hissesi desteği"" ifadeleri yer aldı.  ","06 Eylül 2023 Çarşamba, 22:24","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : 1', 'OYAKC : 0', 'KONYA : 1', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 0', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : -1', 'VESTL : -1', 'THYAO : -1', 'PGSUS : 0']"
Fed Bej Kitap: Ekonomik büyüme 'ılımlı',/fed-bej-kitap-ekonomik-buyume-ilimli-2337901,"Fed, Amerikan ekonomisindeki mevcut duruma ilişkin değerlendirmelerin yer aldığı ""Bej Kitap"" raporunun Ağustos sayısını yayımladı. Bankanın 12 şubesinden gelen analizlerle hazırlanan raporda, çoğu bölgede Temmuz ve Ağustos aylarında ekonomik büyümenin ""ılımlı"" olduğu belirtildi. Turizme yönelik tüketici harcamalarının beklenenden güçlü gerçekleştiğine işaret edilen raporda, ancak diğer perakende harcamalarının özellikle de temel olmayan ürünlerde yavaşlamaya devam ettiği aktarıldı. Raporda, ""Bazı bölgeler, tüketicilerin tasarruflarını tüketmiş olabileceğini ve harcamaları desteklemek için borçlanmaya daha fazla bel bağlanacağını öne süren raporlara dikkat çekti"" ifadesi kullanıldı.  Bazı bölgelerde tedarik zincirindeki gecikmelerin düzeldiğinin bildirildiği belirtilen raporda, mevcut siparişlerin daha iyi karşılanabildiği kaydedildi. Raporda, konut sektöründeki arz sıkıntısına işaret edilerek, neredeyse tüm bölgelerde satılık konut stokunun kısıtlı kalmaya devam ettiği, bu doğrultuda yeni konut inşaatlarının hızlandığı, ancak birçok bölgede uygun fiyatlı konut inşaatının yüksek finansman maliyetleri ve artan sigorta primleri nedeniyle giderek daha fazla zorlaştığı aktarıldı. Farklı bölgelerdeki bankacıların kredi talebindeki artışla ilgili karışık sinyaller verdiği belirtilen raporda, çoğu bankacının tüketici kredilerinin arttığını ve bazı bölgelerde tüketici kredilerinde yüksek oranda borçların ödenemediğinin bildirildiği ifade edildi. İş gücü piyasasına ilişkin değerlendirmelerin de yer aldığı raporda, ülke genelinde istihdam artışının hafiflediği aktarıldı. Raporda, işe alımlardaki yavaşlamaya rağmen çoğu bölgede vasıflı işçiler ve iş başvurusunda bulunanların sayısının sınırlı kalması nedeniyle iş gücü piyasasındaki dengesizliklerin devam ettiğinin bildirildiği belirtildi. Birçok kişinin ücret artışı konusunda ""yılın ikinci yarısının farklı olacağını"" düşündüğüne dikkatin çekildiği raporda, neredeyse tüm bölgelerde işletmelerin ücret artışının yakın vadede büyük ölçüde yavaşlayacağına dair daha önce gerçekleşmemiş beklentilerini yeniden dile getirdiği aktarıldı. Raporda, fiyat artışlarına ilişkin ise ""Çoğu bölge, fiyat artışının genel olarak yavaşladığını, imalat ve tüketim malları sektörlerinde ise daha hızlı yavaşladığını bildirdi"" değerlendirmelerine yer verildi. Bazı bölgelerde işletmelerin maliyet baskılarını aşma çabası nedeniyle girdi fiyatlarındaki artışın satış fiyatlarından daha az yavaşladığı belirtilen raporda, sonuç olarak kar marjlarının birçok bölgede düştüğü kaydedildi. ","06 Eylül 2023 Çarşamba, 22:40","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : 1', 'OYAKC : 0', 'KONYA : 1', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 0', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : -1', 'VESTL : -1', 'THYAO : -1', 'PGSUS : 0']"
Senato'dan Fed Başkan Yardımcısı adayı Jefferson'a onay,/senato-dan-fed-baskan-yardimcisi-adayi-jefferson-a-onay-2337902,"ABD Başkanı Joe Biden tarafından seçilen Jefferson'ın adaylığı, 10'a karşı 88 oyla onaylandı. Böylece, Jefferson Fed'in başkan yardımcılığı görevine gelen ikinci siyahi oldu. Biden, Mayıs ayında Philip Jefferson'ı Fed Başkan Yardımcılığı'na aday göstermişti. Öte yandan ilerleyen saatlerde Fed Üyesi Lisa Cook'un 14 yıllık yeni bir dönem için onaylanması ve Dünya Bankası ekonomisti Adriana Kugler'in Fed'in yönetim kuruluna seçimi için oylama yapması bekleniyor. Eğer onaylanırsa, Kugler, Fed'in üst düzey politika yapıcılarından biri olan ilk Latin Amerikalı olacak.  ","06 Eylül 2023 Çarşamba, 22:55","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : 1', 'OYAKC : 0', 'KONYA : 1', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 0', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : -1', 'VESTL : -1', 'THYAO : -1', 'PGSUS : 0']"
"ABD, Çin'den ithal edilen 352 ürünün vergi istisnasını uzattı",/abd-cin-den-ithal-edilen-352-urunun-vergi-istisnasini-uzatti-2337903,"ABD Ticaret Temsilciliği (USTR), Çin'den ithal edilen bazı ürünlere yönelik tarife istisnasına ilişkin açıklama yaptı. Açıklamada, 352 ürün kalemiyle Kovid-19 ile ilgili 77 ürüne yönelik 30 Eylül 2023'te sona ermesi planlanan gümrük vergisi muafiyetinin 31 Aralık 2023'e uzatıldığı bildirildi. USTR'nin açıklamasında, süre uzatımının 4 yıllık yasal inceleme kapsamında daha fazla değerlendirme yapılmasına olanak tanıyacağı kaydedildi. İthalat tarifesi istisnaları arasında, pompalar ve elektrik motorları gibi endüstriyel bileşenler, bazı araba parçaları ve kimyasallar, bisikletler ve elektrikli süpürgeler yer alıyor. Kovid-19 ile ilgili gümrük vergisi muafiyeti de yüz maskeleri, muayene eldivenleri ve el temizleme mendilleri gibi tıbbi ürünleri kapsıyor. ","06 Eylül 2023 Çarşamba, 23:13","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : 1', 'OYAKC : 0', 'KONYA : 1', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 0', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : -1', 'VESTL : -1', 'THYAO : -1', 'PGSUS : 0']"
Selva Gıda'dan yatırım kararı,/selva-gida-dan-yatirim-karari-2337904,"Selva Gıda tarafından Kamuyu Aydınlatma Platformu'na (KAP) yapılan açıklamada şirket ile Fava s.p.a. firması arasında 2 milyon 999 bin euro toplam bedel ile makarna üretim hattı yatırımı sözleşmesi imzalandığı duyuruldu. Sözleşmeye göre 4.000 kg/h (31.000 ton/yıl) kapasiteli kısa kesme makarna üretim hattının kurulumu yapılacak. Üretim hattının 2024 Eylül ayında devreye alınacağı belirtilen açıklamada,mvcut 62.000 ton/yıl olan makarna üretim kapasitesinin 31.000 ton/yıl makarna üretim hattının devreye alınması ile birlikte 93.000 ton/yıl olacağı belirtildi. Açıklamada, ""Makarna Üretim Hattı, Makarna Paketleme ve Kolileme Makinaları, Destek Ekipmanları ile birlikte ve 17.08.2023 tarihli özel durum açıklamamızda ki İrmik Değirmeni kapasite artırım tutarıyla beraber toplam yatırım tutarımızın 7 milyon 500 bin euro olması planlanmaktadır"" denildi.  ","06 Eylül 2023 Çarşamba, 23:37","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : 1', 'OYAKC : 0', 'KONYA : 1', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 0', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : -1', 'VESTL : -1', 'THYAO : -1', 'PGSUS : 0']"
Migros Ağustos'ta 47 mağaza açtı,/migros-agustos-ta-47-magaza-acti-2337905,"Şirket tarafından Kamuyu Aydınlatma Platformu'na (KAP) yapılan açıklamada, Ağustos ayı içinde 31 adet Migros, 12 adet Migros Jet, 1 adet Macrocenter ve kozmetik mağazacılığı formatında 3 adet Mion olmak üzere toplam 47 yeni mağaza açıldığı belirtildi. Açıklamada, 31 Ağustos 2023 itibariyle şirketin toplam mağaza sayısının 3 bin 176 olduğu dile getirildi.    ","06 Eylül 2023 Çarşamba, 23:53","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : 1', 'OYAKC : 0', 'KONYA : 1', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 0', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : -1', 'VESTL : -1', 'THYAO : -1', 'PGSUS : 0']"
Afetzedelere bağışlanacak konutlara KDV istisnası,/afetzedelere-bagislanacak-konutlara-kdv-istisnasi-2337907,"Hazine ve Maliye Bakanlığı Gelir İdaresi Başkanlığı’nca hazırlanan afetzedelere konut bağışlayanlara sağlanacak KDV istisnasına ilişkin yasal düzenleme Resmi Gazete'de yayımlanarak yürürlüğe girdi. Buna göre, 6 Şubat'ta meydana gelen depremler sonrası afet bölgesi olarak kabul edilen yerlerde, Afet ve Acil Durum Yönetimi Başkanlığı ile imzalanan protokol kapsamında afetzedelere bağışlanacak konutların inşası dolayısıyla kamu kurumu niteliğindeki meslek kuruluşlarına yapılan teslim ve hizmetler, 31 Aralık 2024 tarihine kadar katma değer vergisinden müstesna olacak. Bu kapsamda yapılan teslim ve hizmetler nedeniyle yüklenilen vergiler, vergiye tabi işlemler üzerinden hesaplanan vergiden indirilecek. İndirim yoluyla telafi edilemeyen vergiler kanunun 32. maddesi hükmü uyarınca istisna kapsamında işlem yapan mükellefin talebi üzerine iade edilecek.  Birinci fıkrada yer alan süreyi bir yıla kadar uzatmaya Cumhurbaşkanı; istisna kapsamına girecek teslim ve hizmetleri tanımlamaya, istisna ve iadeye ilişkin usul ve esasları belirlemeye Hazine ve Maliye Bakanlığı yetkili.  İstisna kapsamına; afet bölgesi olarak kabul edilen yerlerde, Afet ve Acil Durum Yönetimi Başkanlığı (AFAD) ile imzalanan protokol kapsamında afetzedelere bağışlanacak konutların inşası dolayısıyla kamu kurumu niteliğindeki meslek kuruluşlarına yapılan teslim ve hizmetler giriyor. Uygulamaya göre, konut niteliğinde olmayan yapıların (işyeri, fabrika, alışveriş merkezi, cami, park, okul, hastane, sosyal tesis gibi) inşası ile mevcut konutların tadil, bakım ve onarımına ilişkin mal ve hizmet alımları istisna kapsamına girmeyecek. uygulamaya göre, kamu kurumu niteliğindeki meslek kuruluşlarının istisnadan yararlanabilmesi için AFAD ile bağış protokolü imzalaması şart. İstisna, konutun inşasına yönelik mal ve hizmet alımlarını kapsayacak. Bir arada bulunan konutların yapımına ilişkin altyapı işleri, site içi yollar, istinat duvarı, perde duvarı, çevre duvarı ve benzerlerine ilişkin mal ve hizmetler istisna kapsamında değerlendirilir. Çocuk parkı, bahçe düzenlemesi, havuz, pergole, kamelya, spor alanı ve benzerlerinin yapımına ilişkin mal ve hizmet alımları istisna kapsamında değerlendirilmeyecek.  Ayrıca konutların mütemmimi niteliğindeki mutfak dolabı, konut sahibi kişilerce sökülüp taşınamayacak olan banyo dolabı ve vestiyer, panel radyatör, kombi, duşakabin, küvet ve benzerleri istisna kapsamında yer alacak. Mobilya, beyaz eşya, perde, avize, televizyon ve benzeri eşyalar istisna kapsamında değerlendirilmeyecek. AFAD’a nakdi olarak yapılan bağışlar kullanılarak AFAD tarafından yaptırılan konutlara ilişkin mal ve hizmet alımlarında bu madde kapsamında istisna uygulanması mümkün olmayacak. Söz konusu istisnadan, kamu kurumu niteliğindeki meslek kuruluşları, KDV mükellefi olup olmadığına bakılmaksızın yararlanacak.      ","07 Eylül 2023 Perşembe, 01:02","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 1', 'KONYA : 1', 'YBTAS : 1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 1', 'SOKM : 1', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 0', 'PGSUS : 0']"
BoE Başkanı Bailey: Faizde zirve seviyeye yaklaşıldı,/boe-baskani-bailey-faizde-zirve-seviyeye-yaklasildi-2337908,"İngiltere Merkez Bankası (BoE) Başkanı Andrew Bailey, İngiliz Parlamentosu'nda Hazine Komitesi üyelerinin İngiliz ekonomisinin görünümüne ve bankanın politikalarına ilişkin sorularını yanıtladı. BoE'nin geçen ay 14. kez artırım kararı alarak faizi yüzde 5,25 seviyesine yükselttiğini belirten Bailey, mevcut faiz oranlarının halihazırda ""döngünün zirvesine çok daha yakın"" durumda olduğunu aktardı. Bailey, daha önceki dönemlerde bankanın para politikası istikametinde faiz artışı adımlarına ihtiyacı olduğunun açık bir şekilde görüldüğünü dile getirerek, “Banka artık bu durumda değil” ifadesini kullandı. BoE Başkanı Bailey, “Döngünün en tepesinde olduğumuzu söyleyemiyorum. Çünkü önümüzde bir toplantı var. Fakat sanıyorum faiz oranlarında mevcut kanıtlar bazında (bu döngünün) sonlarına yakınlaşmış durumdayız” dedi.  Ülkede gelecek dönemde enflasyonist baskıların azalmasının beklendiğini dile getiren Bailey, şunları kaydetti: “Göstergelerin çoğu şimdi hareket etmelerini beklediğimiz gibi hareket ediyor, enflasyondaki düşüşün devam edeceğinin sinyallerini veriyor. Daha önce birkaç kez söylediğim gibi, bu yılın sonuna kadar (düşüşün) oldukça belirgin olacağını düşünüyorum."" BoE, Aralık 2021'den bu yana 14 kez faiz artırarak faiz oranını yüzde 0,1 seviyesinden yüzde 5,25 seviyesine kadar yükseltmişti.  ","07 Eylül 2023 Perşembe, 01:13","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 1', 'KONYA : 1', 'YBTAS : 1', 'EREGL : 1', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 1', 'SOKM : 1', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 0', 'PGSUS : 0']"
